ronda,hospital,train_loss,train_acc,val_loss,val_acc,train_samples,val_samples,test_samples
1,Hospital_1,10.997995399577277,0.3382336311206604,0.9670389522133129,0.7364253393665159,8843,1768,1180
1,Hospital_2,0.006297704098480088,0.9977383240981568,0.9065149634012154,0.7177601809954751,8843,1768,1180
1,Hospital_3,NA,NA,0.966111337233867,0.7245475113122172,NA,1768,1180
1,Hospital_4,NA,NA,0.9556026043636459,0.7154977375565611,NA,1768,1180
1,Hospital_5,0.008214482203558353,0.9973990727128802,0.8786740734108857,0.7415158371040724,8843,1768,1180
2,Hospital_1,0.0037010785059205125,0.9989822458441705,0.047747871848319585,0.9869909502262444,8843,1768,1180
2,Hospital_2,0.0034411419311904216,0.9992084134343548,0.029161510616976978,0.9909502262443439,8843,1768,1180
2,Hospital_3,0.003323824213085962,0.9989821307396517,0.032515166101802606,0.9886877828054299,8842,1768,1180
2,Hospital_4,NA,NA,0.03584613131306469,0.9875565610859729,NA,1768,1180
2,Hospital_5,NA,NA,0.02616308239939258,0.9920814479638009,NA,1768,1180
3,Hospital_1,0.002073844534087194,0.9994345810245392,0.7759310847946576,0.7132352941176471,8843,1768,1180
3,Hospital_2,1.0979087383619377,0.7858192920954428,0.7688837477139064,0.7251131221719457,8843,1768,1180
3,Hospital_3,NA,NA,0.7753749202404704,0.7217194570135747,NA,1768,1180
3,Hospital_4,0.0016995357368744279,0.9995476648196313,0.7672872985047954,0.7335972850678733,8843,1768,1180
3,Hospital_5,NA,NA,0.7674672933561462,0.7154977375565611,NA,1768,1180
4,Hospital_1,NA,NA,0.018848773038241364,0.9960407239819005,NA,1768,1180
4,Hospital_2,NA,NA,0.0032173493451149887,1.0,NA,1768,1180
4,Hospital_3,0.0023948352525102173,0.9995476136620675,0.006328696971260277,0.998868778280543,8842,1768,1180
4,Hospital_4,0.014379711134824901,0.9963813185570508,0.009492846212326964,0.9971719457013575,8843,1768,1180
4,Hospital_5,0.0027873440112411376,0.9992084134343548,0.007371814398798701,0.9983031674208145,8843,1768,1180
5,Hospital_1,NA,NA,0.007376578531031035,0.9971719457013575,NA,1768,1180
5,Hospital_2,0.0013336686793211682,0.9998869162049079,0.0011456727011136536,0.9994343891402715,8843,1768,1180
5,Hospital_3,0.0009488522527103019,1.0,0.0012857284177048964,1.0,8842,1768,1180
5,Hospital_4,0.0008369338896955014,0.9998869162049079,0.005124328266837048,0.9983031674208145,8843,1768,1180
5,Hospital_5,NA,NA,0.0016377482662781923,0.9994343891402715,NA,1768,1180
6,Hospital_1,0.0011201721089102129,0.9997738324098157,0.007921829185631526,0.9994343891402715,8843,1768,1180
6,Hospital_2,NA,NA,0.0007664208762564938,0.9994343891402715,NA,1768,1180
6,Hospital_3,0.0006112303529075039,0.9998869034155169,0.0006999775244236973,1.0,8842,1768,1180
6,Hospital_4,NA,NA,0.0037656744942588766,0.998868778280543,NA,1768,1180
6,Hospital_5,0.0008853434305690046,0.9997738324098157,0.0018263772797451696,0.9994343891402715,8843,1768,1180
7,Hospital_1,NA,NA,0.005575449165332559,0.998868778280543,NA,1768,1180
7,Hospital_2,0.0002446334779831107,1.0,0.0010315944556883291,0.9994343891402715,8843,1768,1180
7,Hospital_3,NA,NA,0.001276343951108824,0.9994343891402715,NA,1768,1180
7,Hospital_4,0.0007092796498909592,0.9997738324098157,0.004078293355113212,0.9983031674208145,8843,1768,1180
7,Hospital_5,0.0007348592900273485,0.9998869162049079,0.0015506452304115165,0.9994343891402715,8843,1768,1180
8,Hospital_1,NA,NA,0.004800482119971353,0.998868778280543,NA,1768,1180
8,Hospital_2,0.0002609388207149875,1.0,0.0008862002123675795,0.9994343891402715,8843,1768,1180
8,Hospital_3,0.0002857402502805988,1.0,0.0007465413837053347,0.9994343891402715,8842,1768,1180
8,Hospital_4,0.0003360448304972254,0.9998869162049079,0.003578622427263716,0.998868778280543,8843,1768,1180
8,Hospital_5,NA,NA,0.0015797561337974133,0.9994343891402715,NA,1768,1180
9,Hospital_1,NA,NA,0.2521484948750055,0.8914027149321267,NA,1768,1180
9,Hospital_2,0.00014559616791822398,1.0,0.2456832907667896,0.8964932126696833,8843,1768,1180
9,Hospital_3,0.00018386763424262296,1.0,0.2547586231628754,0.8919683257918553,8842,1768,1180
9,Hospital_4,0.00558992398270805,0.9984168268687097,0.2375568996758862,0.8987556561085973,8843,1768,1180
9,Hospital_5,NA,NA,0.23360181861458582,0.8930995475113123,NA,1768,1180
