ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,10.05,4.72
2,10.82,4.9
3,9.37,4.81
4,8.34,4.66
5,10.23,4.73
6,10.74,4.76
7,9.19,4.66
8,10.51,4.64
9,9.24,4.68
10,9.75,4.69
11,10.56,4.7
12,9.09,4.91
13,8.44,4.79
14,9.85,4.73
15,10.64,4.69
16,9.76,4.64
17,9.04,4.82
18,8.42,4.69
19,8.77,4.65
20,9.73,4.62
21,9.34,4.75
TOTAL,204.58,99.24
