ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,74.88,0.01
2,74.83,0.0
3,75.1,0.0
4,75.57,0.0
5,75.05,0.01
6,75.05,0.0
TOTAL,487.05,0.02
