ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,28.18,2.59
2,27.72,2.59
3,27.72,2.62
4,27.81,2.6
5,28.08,2.6
6,27.71,2.58
7,28.08,2.59
8,27.74,2.6
9,27.89,2.58
10,27.59,2.59
11,27.8,2.62
12,27.79,2.6
TOTAL,360.12,31.16
