ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,41.63,0.94
2,50.55,0.89
3,39.98,0.87
4,44.67,0.88
5,58.66,0.89
6,38.49,0.89
7,43.35,0.88
8,41.35,0.89
9,45.27,0.88
10,57.96,0.87
11,47.06,0.88
12,54.16,0.87
13,54.16,0.88
TOTAL,643.3,11.51
