ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,99.54,74.18
2,100.11,74.48
3,99.91,74.33
4,99.93,74.48
5,100.25,74.75
6,100.6,75.01
7,99.83,74.35
8,100.43,74.8
9,99.64,74.33
10,99.93,74.49
11,99.67,74.41
12,100.33,74.69
TOTAL,1226.29,894.3
