ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,67.7,31.62
2,94.81,31.67
3,77.32,31.99
4,89.21,31.96
5,73.91,31.63
6,87.63,31.67
7,65.65,29.3
8,77.64,31.81
TOTAL,658.99,251.65
