ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,78.77,0.0
2,78.55,0.01
3,78.84,0.01
4,79.58,0.0
5,78.63,0.01
6,79.12,0.0
7,79.92,0.0
TOTAL,589.02,0.03
