ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,536.37,0.01
2,522.48,0.0
3,521.15,0.0
4,528.05,0.0
5,537.79,0.01
6,528.12,0.01
7,524.76,0.0
8,534.99,0.0
9,549.06,0.0
TOTAL,4824.38,0.03
