metodo;accuracy_mean;accuracy_std;seed_16;seed_999;seed_1935
fedavg;0.995964;0.001352;0.994618;0.995459;0.997814
fedprox;0.994955;0.00357;0.997645;0.997309;0.989909
fedewa;0.444725;0.391093;0.16818;0.16818;0.997814
fedag;0.994674;0.004801;0.997814;0.987891;0.998318
mh_random_search;0.9963;0.000961;0.995459;0.995795;0.997645
mh_de;0.996861;0.000159;0.996973;0.996973;0.996636
mh_ga;0.997309;0.000238;0.997477;0.997477;0.996973
mh_pso;0.995852;0.002664;0.997982;0.992096;0.997477
mh_cro;0.994842;0.003624;0.989741;0.996973;0.997814
