ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,52.81,0.01
2,56.66,0.0
3,54.88,0.0
4,51.42,0.0
5,52.8,0.01
6,50.55,0.0
7,49.93,0.0
8,57.41,0.0
9,55.04,0.0
10,56.67,0.0
11,66.27,0.0
12,68.87,0.0
13,63.5,0.0
14,60.98,0.0
15,65.02,0.0
16,63.6,0.01
17,67.31,0.0
18,64.38,0.0
19,64.07,0.0
20,67.9,0.0
21,66.27,0.01
22,73.12,0.01
TOTAL,1362.23,0.05
