metodo;balanced_accuracy_mean;balanced_accuracy_std;f1score_mean;f1score_std;accuracy_mean;accuracy_std;auc_mean;auc_std;kappa_mean;kappa_std;minima_sensibilidad_mean;minima_sensibilidad_std;seed_16_balanced_accuracy;seed_16_f1score;seed_16_accuracy;seed_16_auc;seed_16_kappa;seed_16_minima_sensibilidad;seed_999_balanced_accuracy;seed_999_f1score;seed_999_accuracy;seed_999_auc;seed_999_kappa;seed_999_minima_sensibilidad;seed_1935_balanced_accuracy;seed_1935_f1score;seed_1935_accuracy;seed_1935_auc;seed_1935_kappa;seed_1935_minima_sensibilidad
fedavg;0.998389;7.9e-05;0.998385;8.1e-05;0.998362;8e-05;0.999996;1e-06;0.998033;9.6e-05;0.991667;0.000471;0.9985;0.998499;0.998475;0.999997;0.998169;0.992;0.998333;0.998323;0.998305;0.999995;0.997966;0.992;0.998333;0.998332;0.998305;0.999995;0.997966;0.991
fedprox;0.998407;0.000549;0.998425;0.000532;0.998418;0.000524;0.999991;1e-05;0.998101;0.000629;0.993444;0.002043;0.997889;0.997944;0.997966;0.999977;0.997559;0.993333;0.999167;0.999167;0.999153;0.999999;0.998983;0.996;0.998167;0.998165;0.998136;0.999996;0.997762;0.991
fedewa;0.444;0.392209;0.526125;0.334137;0.445876;0.390866;0.666121;0.236085;0.332791;0.470637;0.331;0.468105;0.166667;0.289855;0.169492;0.499184;0.0;0.0;0.166667;0.289855;0.169492;0.499184;0.0;0.0;0.998667;0.998666;0.998644;0.999996;0.998372;0.993
fedag;0.998611;0.000314;0.99861;0.000314;0.998588;0.00032;0.99994;6.3e-05;0.998305;0.000384;0.994;0.000816;0.998167;0.998166;0.998136;0.999973;0.997762;0.993;0.998833;0.998833;0.998814;0.999851;0.998576;0.994;0.998833;0.998833;0.998814;0.999995;0.998576;0.995
mh_random_search;0.980111;0.026832;0.979745;0.027349;0.979774;0.027286;0.999827;0.000228;0.975727;0.032746;0.915;0.114563;0.998833;0.998833;0.998814;0.999979;0.998576;0.994;0.999333;0.999333;0.999322;0.999997;0.999186;0.998;0.942167;0.941068;0.941186;0.999505;0.929418;0.753
mh_de;0.995833;0.004125;0.995803;0.004168;0.995763;0.004195;0.999943;7.2e-05;0.994914;0.005036;0.976;0.024752;0.99;0.989909;0.989831;0.99984;0.987793;0.941;0.998833;0.998833;0.998814;0.999992;0.998576;0.994;0.998667;0.998666;0.998644;0.999996;0.998372;0.993
mh_ga;0.998667;0.000136;0.998666;0.000136;0.998644;0.000138;0.999996;2e-06;0.998372;0.000166;0.993;0.000816;0.998667;0.998666;0.998644;0.999994;0.998372;0.993;0.998833;0.998833;0.998814;0.999998;0.998576;0.994;0.9985;0.998499;0.998475;0.999997;0.998169;0.992
mh_pso;0.999;0.000136;0.999;0.000136;0.998983;0.000138;0.999973;3.1e-05;0.998779;0.000166;0.995333;0.001247;0.999;0.999;0.998983;0.999929;0.998779;0.995;0.999167;0.999166;0.999153;0.999997;0.998983;0.997;0.998833;0.998833;0.998814;0.999995;0.998576;0.994
mh_cro;0.957333;0.059397;0.950201;0.069483;0.95661;0.060404;0.999775;0.000314;0.947917;0.072505;0.746333;0.354496;0.873333;0.851938;0.871186;0.999331;0.845379;0.245;0.999333;0.999333;0.999322;0.999997;0.999186;0.997;0.999333;0.999333;0.999322;0.999997;0.999186;0.997
