ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,14.87,10.05
2,20.09,14.32
3,15.57,10.43
4,17.54,10.42
5,16.38,10.3
6,16.17,10.63
7,15.2,10.26
8,16.74,10.24
9,14.83,10.42
10,15.89,10.39
11,17.59,10.45
12,16.85,10.32
13,15.48,10.46
14,17.12,10.43
15,17.76,10.64
16,17.37,10.32
TOTAL,268.88,170.08
