ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,121.05,95.6
2,120.64,95.62
3,120.67,95.66
4,120.79,95.79
5,121.25,95.93
6,121.0,95.72
7,122.25,96.84
8,121.73,96.42
9,121.02,95.77
10,121.26,95.97
11,121.24,95.93
12,121.08,95.87
13,121.36,96.29
14,120.89,95.96
15,121.47,96.27
TOTAL,1844.58,1439.64
