ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,61.03,35.66
2,60.55,35.52
3,60.37,35.05
4,60.54,35.35
5,61.11,35.48
6,59.85,34.48
7,59.62,34.03
8,61.45,35.98
9,60.58,35.5
10,60.31,34.97
11,61.51,36.06
12,61.28,35.7
13,60.46,34.89
TOTAL,814.7,458.67
