ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,39.17,0.01
2,41.33,0.0
3,40.8,0.01
4,41.17,0.01
5,40.97,0.01
6,39.96,0.0
7,40.29,0.0
8,40.79,0.0
9,40.74,0.0
10,41.27,0.01
TOTAL,449.39,0.05
