ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,132.32,104.7
2,132.28,105.27
3,131.79,104.73
4,131.39,104.74
5,131.48,104.48
6,132.08,105.01
7,132.36,105.2
8,132.26,105.16
9,131.71,104.9
10,131.86,105.18
11,131.45,104.35
12,132.14,104.99
13,131.8,104.76
14,132.24,105.07
15,134.03,106.75
TOTAL,2016.65,1575.29
