ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,74.43,0.5
2,74.69,0.6
3,74.92,0.68
4,74.9,0.55
5,74.79,0.52
6,74.73,0.45
TOTAL,484.29,3.3
