ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,36.61,0.88
2,38.42,0.86
3,44.0,0.88
4,53.16,0.86
5,50.83,0.87
6,57.97,0.87
7,34.93,0.86
8,37.66,0.87
9,48.27,0.87
10,57.07,0.87
11,48.58,0.87
12,42.2,0.88
TOTAL,575.97,10.44
