ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,11.73,0.01
2,12.71,0.0
3,14.62,0.0
4,17.15,0.0
5,12.22,0.0
6,13.36,0.01
7,17.8,0.01
8,13.3,0.0
9,17.32,0.0
10,17.9,0.0
11,19.19,0.0
12,18.21,0.0
13,15.58,0.0
14,16.31,0.0
15,16.14,0.0
16,16.25,0.0
17,15.12,0.0
18,14.35,0.0
19,18.68,0.0
TOTAL,323.03,0.03
