ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,60.5,24.84
2,71.23,24.83
3,75.74,24.82
4,78.67,24.98
5,66.0,24.98
6,74.96,24.88
7,76.34,24.99
8,71.01,25.09
9,78.78,24.83
10,77.28,25.09
11,65.43,24.91
12,73.09,24.96
TOTAL,894.14,299.2
