ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,89.01,0.0
2,86.05,0.0
3,84.79,0.0
4,85.73,0.0
5,86.92,0.0
6,84.79,0.0
7,85.8,0.0
8,86.68,0.01
TOTAL,727.14,0.01
