ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,82.55,25.35
2,71.96,25.17
3,76.03,25.21
4,72.41,25.24
5,78.11,25.11
6,67.65,25.05
7,81.75,25.06
8,72.31,25.23
9,80.86,25.16
10,67.48,25.04
11,62.65,25.2
12,75.07,25.43
TOTAL,915.22,302.25
