ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,88.4,36.12
2,83.42,36.11
3,78.64,35.17
4,83.52,35.54
5,82.11,35.14
6,81.97,35.41
7,79.71,35.51
8,85.07,36.36
9,110.3,46.86
10,112.53,49.33
11,113.65,49.3
12,105.12,49.2
13,118.42,50.62
14,118.47,51.22
15,118.11,51.68
16,106.37,48.4
17,100.69,48.38
18,113.21,48.94
19,113.13,49.38
20,116.44,50.81
21,117.03,49.6
22,116.29,51.33
TOTAL,2276.69,980.41
