ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,73.85,32.47
2,87.36,32.59
3,86.51,32.46
4,78.78,32.41
5,87.47,32.37
6,75.23,32.38
7,79.76,32.36
8,74.96,32.66
9,73.8,32.4
10,89.62,32.36
11,100.38,32.57
TOTAL,934.41,357.03
