ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,15.18,9.93
2,14.85,9.85
3,15.03,10.01
4,13.87,10.05
5,15.89,10.02
6,15.04,9.97
7,15.91,9.98
8,14.07,9.97
9,14.78,10.07
10,13.73,9.95
11,14.94,9.95
12,15.99,10.02
13,15.34,9.86
14,14.98,9.87
15,14.62,9.96
16,15.46,10.02
17,15.48,9.97
18,15.87,10.0
19,14.3,10.12
20,15.91,9.93
21,15.89,9.97
TOTAL,319.85,209.47
