ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,5.92,0.38
2,6.02,0.36
3,4.79,0.36
4,4.36,0.35
5,5.23,0.38
6,5.19,0.36
7,4.85,0.37
8,5.25,0.37
9,5.28,0.37
10,3.95,0.36
11,4.39,0.37
TOTAL,57.95,4.03
