ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,23.09,0.03
2,25.67,0.0
3,22.05,0.0
4,28.47,0.0
5,31.23,0.0
6,22.07,0.0
7,39.41,0.01
8,36.83,0.0
9,34.07,0.0
10,41.55,0.0
11,34.9,0.0
12,34.06,0.0
13,25.11,0.0
14,35.04,0.0
TOTAL,463.75,0.04
