ronda,hospital,local_epoch,train_loss,train_acc
1,Hospital_1,1,1.312688189117532,0.5160759580448344
1,Hospital_1,2,0.7281976551340338,0.6945225200521011
1,Hospital_1,3,0.5763250333175325,0.9377527935833276
1,Hospital_1,4,0.458085806484808,0.9526290532666073
1,Hospital_1,5,0.34156280363860886,0.9545485706450949
1,Hospital_5,1,1.6147661425850608,0.8076097328244275
1,Hospital_5,2,1.0392340033343344,0.8907442748091603
1,Hospital_5,3,0.4883119441343076,0.8907442748091603
1,Hospital_5,4,0.38742298497395083,0.8907442748091603
1,Hospital_5,5,0.3603247706637238,0.8907442748091603
1,Hospital_3,1,1.73098623752594,0.45507246376811594
1,Hospital_3,2,1.6901143391927083,0.9855072463768116
1,Hospital_3,3,1.6512341101964314,0.991304347826087
1,Hospital_3,4,1.6125973065694172,0.991304347826087
1,Hospital_3,5,1.574761430422465,0.991304347826087
1,Hospital_2,1,1.4886979013681412,0.8920951524564702
1,Hospital_2,2,0.7555082393810153,0.922422954303932
1,Hospital_2,3,0.35854828109343845,0.9961579334586773
1,Hospital_2,4,0.16875940437118211,0.9961579334586773
1,Hospital_2,5,0.09787155536469072,0.9961579334586773
1,Hospital_4,1,1.5514863203553593,0.7302137492778741
1,Hospital_4,2,0.7251385831657577,0.8567302137492778
1,Hospital_4,3,0.3641633014468586,0.8567302137492778
1,Hospital_4,4,0.26039713533485637,0.8567302137492778
1,Hospital_4,5,0.19328169776674578,0.9435008665511265
2,Hospital_2,1,0.454802633728832,0.9961579334586773
2,Hospital_2,2,0.13814711089556417,0.9961579334586773
2,Hospital_2,3,0.08088455062049131,0.9961579334586773
2,Hospital_2,4,0.061392004446436964,0.9961579334586773
2,Hospital_2,5,0.052447068776624896,0.9961579334586773
2,Hospital_5,1,0.8317110100478837,0.767175572519084
2,Hospital_5,2,0.3836757651332653,0.8907442748091603
2,Hospital_5,3,0.33278649097139185,0.8907442748091603
2,Hospital_5,4,0.3043831977428812,0.8907442748091603
2,Hospital_5,5,0.28044688227501785,0.8907442748091603
2,Hospital_3,1,1.4073937336603801,0.5333333333333333
2,Hospital_3,2,0.9260806242624918,0.991304347826087
2,Hospital_3,3,0.6267494956652323,0.991304347826087
2,Hospital_3,4,0.4464337229728699,0.991304347826087
2,Hospital_3,5,0.33455681800842285,0.991304347826087
2,Hospital_1,1,0.6249180702786696,0.9324055666003976
2,Hospital_1,2,0.34913191460726556,0.9584561595941592
2,Hospital_1,3,0.23970067880132742,0.9640090491533557
2,Hospital_1,4,0.1838440063752626,0.9649688078425995
2,Hospital_1,5,0.15368416140738286,0.9666141084527319
2,Hospital_4,1,0.5693734152352109,0.8655112651646447
2,Hospital_4,2,0.16354150741415865,0.984055459272097
2,Hospital_4,3,0.11142690928981584,0.9837088388214905
2,Hospital_4,4,0.09192211915026693,0.9837088388214905
2,Hospital_4,5,0.08110824868302136,0.9835932986712883
3,Hospital_5,1,0.5611471895015601,0.8119036259541985
3,Hospital_5,2,0.30384541190031805,0.8907442748091603
3,Hospital_5,3,0.2563019957054745,0.8907442748091603
3,Hospital_5,4,0.21841466494581915,0.8907442748091603
3,Hospital_5,5,0.18509787422689525,0.8957538167938931
3,Hospital_4,1,0.27198847624308925,0.9432697862507221
3,Hospital_4,2,0.08691054437419071,0.9837088388214905
3,Hospital_4,3,0.07218414640930645,0.9835932986712883
3,Hospital_4,4,0.06379721719114219,0.9835932986712883
3,Hospital_4,5,0.058637647697811615,0.9835932986712883
3,Hospital_1,1,0.355194910576469,0.9550284499897169
3,Hospital_1,2,0.19797343486233762,0.9671625419894426
3,Hospital_1,3,0.15419886215475567,0.9683965174470419
3,Hospital_1,4,0.13333953897419729,0.9700418180571742
3,Hospital_1,5,0.1200147347949576,0.971892781243573
3,Hospital_3,1,0.9537134965260824,0.6811594202898551
3,Hospital_3,2,0.3832971155643463,0.991304347826087
3,Hospital_3,3,0.21981896460056305,0.991304347826087
3,Hospital_3,4,0.15085339297850928,0.991304347826087
3,Hospital_3,5,0.11715711156527202,0.991304347826087
3,Hospital_2,1,0.2043419231971105,0.9961579334586773
3,Hospital_2,2,0.07712300397300471,0.9961579334586773
3,Hospital_2,3,0.05673993287685638,0.9961579334586773
3,Hospital_2,4,0.04867950347640241,0.9961579334586773
