ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,52.75,0.02
2,52.4,0.0
3,52.16,0.0
4,52.36,0.0
5,52.74,0.0
6,52.32,0.0
7,52.52,0.0
8,52.17,0.0
TOTAL,445.97,0.02
