ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,47.66,11.78
2,64.91,12.04
3,57.57,11.99
4,61.52,11.73
5,51.33,12.05
6,45.52,11.53
7,49.96,11.93
8,66.0,11.88
TOTAL,469.41,94.93
