ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,66.38,25.42
2,79.18,25.6
3,75.49,24.97
4,78.79,24.88
5,70.61,24.97
6,65.44,25.02
7,60.46,25.08
TOTAL,523.34,175.94
