ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,30.41,0.01
2,29.01,0.0
3,24.7,0.0
4,27.76,0.0
5,24.54,0.0
6,22.49,0.0
7,20.68,0.0
8,24.93,0.0
9,23.88,0.0
10,25.29,0.0
11,21.25,0.0
12,24.09,0.0
13,23.79,0.0
14,20.92,0.0
15,26.84,0.0
16,25.56,0.0
TOTAL,421.27,0.01
