ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,18.41,0.01
2,17.53,0.0
3,15.11,0.0
4,16.94,0.0
5,14.95,0.0
6,13.71,0.0
7,12.62,0.0
8,15.01,0.01
9,14.62,0.0
10,15.53,0.0
11,13.05,0.0
12,14.93,0.01
13,14.42,0.0
14,12.93,0.0
15,16.47,0.0
16,15.42,0.0
TOTAL,267.52,0.03
