ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,73.95,0.0
2,74.57,0.0
3,75.01,0.0
4,75.44,0.0
5,74.68,0.0
6,75.3,0.01
7,75.23,0.0
8,74.84,0.01
TOTAL,634.97,0.02
