metodo;balanced_accuracy_mean;balanced_accuracy_std;f1score_mean;f1score_std;accuracy_mean;accuracy_std;auc_mean;auc_std;kappa_mean;kappa_std;minima_sensibilidad_mean;minima_sensibilidad_std;seed_16_balanced_accuracy;seed_16_f1score;seed_16_accuracy;seed_16_auc;seed_16_kappa;seed_16_minima_sensibilidad;seed_999_balanced_accuracy;seed_999_f1score;seed_999_accuracy;seed_999_auc;seed_999_kappa;seed_999_minima_sensibilidad;seed_1935_balanced_accuracy;seed_1935_f1score;seed_1935_accuracy;seed_1935_auc;seed_1935_kappa;seed_1935_minima_sensibilidad
fedavg;0.971636;0.007367;0.970607;0.004506;0.977778;0.002764;0.99973;0.000174;0.971351;0.003586;0.892361;0.012992;0.961375;0.964236;0.973984;0.999484;0.966425;0.895833;0.975204;0.973711;0.980488;0.99985;0.974855;0.90625;0.978329;0.973875;0.978862;0.999856;0.972774;0.875
fedprox;0.987918;0.008446;0.989323;0.006353;0.993496;0.003513;0.999629;0.000503;0.991605;0.00454;0.941667;0.04714;0.976046;0.980386;0.988618;0.998918;0.985299;0.875;0.992713;0.992983;0.995122;0.999991;0.993708;0.975;0.994996;0.994599;0.996748;0.999978;0.995807;0.975
fedewa;0.979142;0.006764;0.976681;0.00913;0.983198;0.007312;0.999765;9.5e-05;0.978359;0.009409;0.917361;0.023468;0.97596;0.969851;0.977236;0.999892;0.970704;0.895833;0.972921;0.970606;0.978862;0.99974;0.972762;0.90625;0.988546;0.989585;0.993496;0.999664;0.991612;0.95
fedag;0.942163;0.067089;0.939502;0.068461;0.969106;0.03335;0.998382;0.002063;0.960076;0.043137;0.716667;0.330614;0.986662;0.988515;0.993496;0.999789;0.991611;0.925;0.992483;0.987306;0.99187;0.999892;0.989534;0.975;0.847344;0.842687;0.921951;0.995465;0.899083;0.25
mh_random_search;0.982532;0.006887;0.985796;0.004562;0.991328;0.003341;0.999681;0.000263;0.988804;0.004319;0.933943;0.011378;0.990829;0.990825;0.995122;0.999967;0.993708;0.95;0.982801;0.986781;0.99187;0.999332;0.989504;0.926829;0.973966;0.979782;0.986992;0.999744;0.983199;0.925
mh_de;0.991457;0.00267;0.992342;0.002047;0.995122;0.001328;0.999962;2.1e-05;0.993707;0.001713;0.958333;0.011785;0.990829;0.992017;0.995122;0.999955;0.993707;0.95;0.994996;0.994996;0.996748;0.999991;0.995806;0.975;0.988546;0.990013;0.993496;0.999941;0.991609;0.95
mh_ga;0.993607;0.001964;0.993076;0.001719;0.996206;0.000767;0.999988;4e-06;0.995107;0.000989;0.966667;0.011785;0.994996;0.994996;0.996748;0.999991;0.995806;0.975;0.994996;0.993405;0.996748;0.999991;0.995808;0.975;0.990829;0.990825;0.995122;0.999981;0.993708;0.95
mh_pso;0.992218;0.001964;0.992481;0.001575;0.995664;0.000767;0.999974;7e-06;0.994407;0.00099;0.958333;0.011785;0.990829;0.990825;0.995122;0.999983;0.993708;0.95;0.994996;0.994599;0.996748;0.999969;0.995807;0.975;0.990829;0.992017;0.995122;0.999969;0.993707;0.95
mh_cro;0.996385;0.001964;0.995176;0.00173;0.99729;0.000767;0.999978;4e-06;0.996506;0.000988;0.981658;0.009416;0.999162;0.997523;0.998374;0.999979;0.997904;0.994975;0.994996;0.993405;0.996748;0.999981;0.995808;0.975;0.994996;0.994599;0.996748;0.999972;0.995807;0.975
