ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,57.6,0.9
2,40.77,0.87
3,61.91,0.9
4,36.83,0.88
5,45.5,0.87
6,59.78,0.87
7,61.67,0.88
8,55.66,0.87
9,58.71,0.88
10,34.17,0.88
TOTAL,538.71,8.8
