ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,124.94,47.12
2,111.92,33.64
3,122.05,44.67
4,111.87,34.29
5,119.51,41.96
6,111.58,33.66
7,114.48,36.88
8,112.36,33.61
9,125.54,47.51
10,113.01,34.03
TOTAL,1202.72,387.37
