ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,66.34,25.59
2,76.62,25.65
3,82.14,25.75
4,77.87,25.54
5,79.1,25.59
6,88.33,25.55
7,86.46,25.75
8,86.8,25.58
9,70.99,25.58
TOTAL,746.56,230.58
