ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,73.82,0.0
2,74.86,0.0
3,74.41,0.0
4,74.56,0.0
5,74.7,0.0
6,74.71,0.0
7,74.42,0.01
8,74.67,0.01
TOTAL,638.22,0.02
