ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,18.39,12.86
2,17.29,12.8
3,17.5,12.66
4,17.66,12.72
5,17.3,12.82
6,17.75,12.76
7,18.55,12.78
8,18.52,12.73
9,18.06,12.71
10,16.47,12.75
11,18.62,12.75
12,18.54,12.71
13,16.36,12.71
14,16.44,12.78
15,17.68,12.69
16,16.83,12.7
17,18.56,12.72
18,17.28,12.77
19,16.89,12.77
20,17.27,12.7
21,18.58,12.72
22,16.42,12.7
23,17.23,12.73
24,17.62,12.71
25,18.59,12.76
TOTAL,443.11,318.51
