ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,19.48,13.58
2,18.3,13.3
3,17.62,13.13
4,21.43,15.96
5,20.96,14.17
6,19.77,13.2
7,22.5,16.18
8,20.62,15.93
9,19.39,14.14
10,19.15,13.08
11,20.39,13.31
12,18.63,13.22
13,17.91,13.41
14,21.19,15.73
15,18.38,13.99
16,20.47,13.93
17,18.3,13.34
18,18.73,13.18
19,18.53,13.45
20,18.69,13.46
21,17.37,13.32
22,18.43,13.1
23,17.54,12.97
24,17.99,13.11
25,18.55,13.1
26,19.12,13.16
TOTAL,502.4,358.45
