ronda,hospital,local_epoch,train_loss,train_acc
1,Hospital_1,1,0.8059303608902714,0.8647425790087064
1,Hospital_1,2,0.4123834189877175,0.9524919448824296
1,Hospital_1,3,0.2409494864313226,0.9568794131761157
1,Hospital_1,4,0.1762742097244451,0.9603071227805581
1,Hospital_1,5,0.1491965342378407,0.9640090491533557
1,Hospital_5,1,0.8993868780045109,0.890625
1,Hospital_5,2,0.4519502450036639,0.8907442748091603
1,Hospital_5,3,0.3909811440087457,0.8907442748091603
1,Hospital_5,4,0.359782200221342,0.8907442748091603
1,Hospital_5,5,0.34121487556978036,0.8907442748091603
1,Hospital_3,1,1.5895113348960876,0.7913043478260869
1,Hospital_3,2,1.1674266854921977,0.991304347826087
1,Hospital_3,3,0.8344010810057322,0.991304347826087
1,Hospital_3,4,0.5608917623758316,0.991304347826087
1,Hospital_3,5,0.37521838148434955,0.991304347826087
2,Hospital_3,1,0.6643893420696259,0.9942028985507246
2,Hospital_3,2,0.26310955981413525,0.991304347826087
2,Hospital_3,3,0.15376756712794304,0.991304347826087
2,Hospital_3,4,0.11019637684027354,0.991304347826087
2,Hospital_3,5,0.08688405156135559,0.991304347826087
2,Hospital_2,1,0.6205850450011591,0.8240824000653969
2,Hospital_2,2,0.1282423694889682,0.9961579334586773
2,Hospital_2,3,0.057293460316335164,0.9961579334586773
2,Hospital_2,4,0.0416575965937227,0.9961579334586773
2,Hospital_2,5,0.035798905591946095,0.9961579334586773
2,Hospital_1,1,0.4062489310377522,0.9593473640913142
2,Hospital_1,2,0.20459298802572384,0.9609241105093577
2,Hospital_1,3,0.1549534333314289,0.9644889284979776
2,Hospital_1,4,0.1363103548064828,0.9660656749160211
2,Hospital_1,5,0.12412261142673199,0.9675738671419757
3,Hospital_2,1,0.24774110342453545,0.9886372925692798
3,Hospital_2,2,0.06210668791512338,0.9961579334586773
3,Hospital_2,3,0.04152022393827792,0.9961579334586773
3,Hospital_2,4,0.03444177335283408,0.9961579334586773
3,Hospital_2,5,0.03084086535818642,0.9961579334586773
3,Hospital_1,1,0.23537409446087845,0.9646945910742442
3,Hospital_1,2,0.15165241539739727,0.9654486871872215
3,Hospital_1,3,0.1299867421846118,0.9687392884074861
3,Hospital_1,4,0.11756776873708556,0.9691506135600192
3,Hospital_1,5,0.11001243991287131,0.9708644683622404
3,Hospital_3,1,0.3223633791009585,0.991304347826087
3,Hospital_3,2,0.10714080184698105,0.991304347826087
3,Hospital_3,3,0.06467536898950736,0.991304347826087
3,Hospital_3,4,0.0503890011459589,0.991304347826087
3,Hospital_3,5,0.044322263449430466,0.991304347826087
4,Hospital_5,1,0.5773517877318477,0.8396946564885496
4,Hospital_5,2,0.3554533475455437,0.8907442748091603
4,Hospital_5,3,0.2934246461355049,0.8907442748091603
4,Hospital_5,4,0.23083483763323484,0.8907442748091603
4,Hospital_5,5,0.16738429984063594,0.9200858778625954
4,Hospital_1,1,0.17008841456028453,0.9681223006786865
4,Hospital_1,2,0.12680338842696265,0.9696990470967299
4,Hospital_1,3,0.11292805852727932,0.9724412147802838
4,Hospital_1,4,0.10528072910873514,0.9727154315486392
4,Hospital_1,5,0.09894918375076693,0.9748406115033934
4,Hospital_3,1,0.24965434645613035,0.9884057971014493
4,Hospital_3,2,0.06612483598291874,0.991304347826087
4,Hospital_3,3,0.04850448171297709,0.991304347826087
4,Hospital_3,4,0.03986308382203182,0.991304347826087
4,Hospital_3,5,0.03588983307903012,0.991304347826087
5,Hospital_4,1,0.22840076090548844,0.9462738301559792
5,Hospital_4,2,0.07426890387090251,0.9832466782206817
5,Hospital_4,3,0.06155740764156422,0.9830155979202773
5,Hospital_4,4,0.05476981687688214,0.9831311380704795
5,Hospital_4,5,0.05123801719095996,0.9830155979202773
5,Hospital_1,1,0.13686092075352607,0.9707273599780627
5,Hospital_1,2,0.10940769435674474,0.9738808528141496
5,Hospital_1,3,0.10192525055945705,0.9751833824638376
5,Hospital_1,4,0.09414608270877547,0.9766915746897923
5,Hospital_1,5,0.08959296494395587,0.9775142249948584
5,Hospital_5,1,0.45218026535656614,0.862118320610687
5,Hospital_5,2,0.2760795682441187,0.8907442748091603
5,Hospital_5,3,0.19560030893287586,0.8990935114503816
5,Hospital_5,4,0.1296349559690206,0.9675572519083969
5,Hospital_5,5,0.0839251012804399,0.9922471374045801
