ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,5.1,0.39
2,6.18,0.38
3,5.27,0.38
4,6.16,0.36
5,6.12,0.37
6,4.42,0.38
7,4.82,0.35
8,4.5,0.37
9,4.86,0.36
10,6.14,0.36
11,4.93,0.36
12,4.43,0.37
13,5.66,0.36
14,6.15,0.37
15,4.45,0.38
16,4.45,0.37
17,5.3,0.38
18,6.12,0.37
TOTAL,97.75,6.66
