ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,114.48,35.11
2,122.64,44.85
3,115.3,36.2
4,121.65,44.29
5,112.74,33.78
6,122.59,44.88
7,116.79,38.07
8,122.6,44.9
9,117.31,38.65
10,122.59,45.04
TOTAL,1225.09,405.77
