ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,120.32,94.33
2,120.43,94.66
3,120.13,94.32
4,120.28,94.58
5,119.7,94.37
6,120.62,95.04
7,120.1,94.74
8,119.62,94.36
9,120.07,94.58
10,119.78,94.28
11,120.17,94.52
TOTAL,1347.47,1039.78
