ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,90.92,12.68
2,96.27,17.55
3,97.26,18.57
4,96.66,17.69
5,91.5,12.54
6,91.92,12.89
7,92.85,12.99
TOTAL,692.91,104.91
