ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,15.86,10.15
2,13.74,10.12
3,15.92,10.12
4,14.23,10.11
5,14.13,10.1
6,14.26,10.19
7,14.74,10.23
8,15.54,10.29
9,15.57,10.24
10,14.18,10.1
11,14.22,10.1
12,13.68,10.1
13,14.66,10.17
14,14.63,10.13
TOTAL,208.1,142.15
