ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,89.26,15.35
2,89.48,16.4
3,93.58,19.67
4,87.92,14.13
5,95.12,21.75
6,89.38,15.2
TOTAL,583.99,102.5
