ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,90.88,17.05
2,88.56,14.15
3,85.65,11.14
4,85.65,11.16
5,85.67,11.22
6,85.29,11.19
TOTAL,561.99,75.91
