ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,85.07,11.26
2,89.24,15.85
3,85.79,11.64
4,84.43,11.17
5,90.59,17.14
6,87.7,13.2
7,84.39,11.17
TOTAL,647.26,91.43
