ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,111.55,33.63
2,117.98,39.68
3,112.4,33.65
4,112.08,34.29
5,116.0,37.71
6,124.94,46.87
7,114.81,35.03
8,126.75,48.87
TOTAL,979.55,309.73
