ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,50.54,0.02
2,53.88,0.01
3,52.49,0.01
4,49.4,0.01
5,50.86,0.01
6,48.27,0.01
7,48.14,0.01
8,54.82,0.01
9,53.07,0.01
10,48.62,0.01
11,52.46,0.01
12,51.77,0.01
13,49.33,0.02
14,46.88,0.01
15,49.22,0.01
16,48.09,0.01
17,50.58,0.01
18,49.54,0.01
19,49.59,0.01
20,52.46,0.01
21,51.35,0.01
22,55.83,0.01
23,49.03,0.01
24,47.52,0.02
25,42.97,0.01
TOTAL,1283.38,0.28
