ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,100.42,74.72
2,99.6,74.03
3,100.15,74.67
4,100.51,74.85
5,100.72,74.73
6,101.16,74.96
7,100.42,74.61
8,100.56,74.77
9,100.65,75.11
TOTAL,931.93,672.45
