ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,25.95,0.01
2,25.49,0.01
3,25.57,0.01
4,25.62,0.01
5,26.0,0.01
6,25.66,0.01
7,25.5,0.01
8,25.59,0.01
9,25.63,0.01
10,25.62,0.01
11,25.53,0.01
12,25.68,0.01
13,25.55,0.01
14,25.75,0.01
15,25.63,0.01
16,25.66,0.01
17,25.55,0.01
18,25.29,0.01
19,25.72,0.01
TOTAL,514.11,0.19
