ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,69.68,12.28
2,42.05,12.22
3,68.92,11.92
4,50.34,12.06
5,73.92,11.83
6,62.57,11.83
7,69.15,11.94
8,60.09,11.77
9,60.23,11.74
10,54.53,11.85
11,55.84,11.78
TOTAL,694.66,131.22
