ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,50.19,0.01
2,46.59,0.01
3,48.52,0.01
4,54.26,0.03
5,45.79,0.01
6,45.21,0.01
7,51.76,0.01
8,46.71,0.01
9,51.73,0.01
10,48.99,0.01
11,55.86,0.01
12,47.0,0.02
13,51.13,0.01
14,47.45,0.01
15,53.12,0.01
16,52.77,0.01
17,52.84,0.01
18,48.85,0.01
19,47.05,0.02
20,49.22,0.01
21,52.98,0.01
22,49.32,0.01
23,49.61,0.01
24,49.96,0.01
25,52.14,0.01
26,53.59,0.01
27,50.15,0.01
28,54.43,0.01
29,50.74,0.01
TOTAL,1490.73,0.33
