ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,17.67,0.01
2,16.92,0.01
3,16.9,0.01
4,16.71,0.01
5,16.86,0.01
6,16.94,0.01
7,16.97,0.01
8,16.94,0.01
9,16.92,0.01
10,16.78,0.01
TOTAL,196.35,0.1
