ronda,hospital,local_epoch,train_loss,train_acc
1,Hospital_1,1,1.1490388909975688,0.5300610132309591
1,Hospital_1,2,0.6574636091265762,0.8947007609515322
1,Hospital_1,3,0.5390400719224361,0.9410433948035922
1,Hospital_1,4,0.4265642534745367,0.9470761637074107
1,Hospital_1,5,0.3294340955060825,0.9494070062384314
1,Hospital_5,1,1.6634954340530164,0.7315124045801527
1,Hospital_5,2,1.3601154107036013,0.8907442748091603
1,Hospital_5,3,0.8546959206913457,0.8907442748091603
1,Hospital_5,4,0.5440388014822295,0.8907442748091603
1,Hospital_5,5,0.47197833702419745,0.8907442748091603
1,Hospital_3,1,1.7422044674555461,0.34782608695652173
1,Hospital_3,2,1.6502432028452556,0.991304347826087
1,Hospital_3,3,1.5644872585932414,0.991304347826087
1,Hospital_3,4,1.4838186502456665,0.991304347826087
1,Hospital_3,5,1.4012288252512615,0.991304347826087
1,Hospital_2,1,1.375826404740413,0.45859560206000166
1,Hospital_2,2,0.8162922188639641,0.47281942287255785
1,Hospital_2,3,0.5209834740186731,0.9506253576391728
1,Hospital_2,4,0.31519022630527616,0.9961579334586773
1,Hospital_2,5,0.1826966288499534,0.9961579334586773
1,Hospital_4,1,1.4900520391323988,0.7638359329867129
1,Hospital_4,2,0.8108185100204804,0.8567302137492778
1,Hospital_4,3,0.466055773636874,0.8567302137492778
1,Hospital_4,4,0.28808162690085526,0.9268630849220104
1,Hospital_4,5,0.19293533660033169,0.9831311380704795
2,Hospital_2,1,0.5505356118083,0.959045205591433
2,Hospital_2,2,0.23341463351001343,0.9961579334586773
2,Hospital_2,3,0.12557375112858912,0.9961579334586773
2,Hospital_2,4,0.08075447663820039,0.9961579334586773
2,Hospital_2,5,0.06086230569053441,0.9961579334586773
2,Hospital_5,1,1.0405601533976467,0.7901956106870229
2,Hospital_5,2,0.5342188346566576,0.8907442748091603
2,Hospital_5,3,0.4515902264551683,0.8907442748091603
2,Hospital_5,4,0.4087638344728585,0.8907442748091603
2,Hospital_5,5,0.3824258053844625,0.8907442748091603
2,Hospital_3,1,1.1895054181416829,0.5652173913043478
2,Hospital_3,2,0.5575983723004659,0.991304347826087
2,Hospital_3,3,0.31762712200482685,0.991304347826087
2,Hospital_3,4,0.21618456641832987,0.991304347826087
2,Hospital_3,5,0.16268008450667062,0.991304347826087
2,Hospital_1,1,0.5611162209197095,0.9278124357304449
2,Hospital_1,2,0.3383235794148947,0.9502296565434977
2,Hospital_1,3,0.2551974279054424,0.9503667649276754
2,Hospital_1,4,0.21082714579084463,0.9539315829162953
2,Hospital_1,5,0.1844718273925154,0.9570165215602934
2,Hospital_4,1,0.5584250223987243,0.9031773541305603
2,Hospital_4,2,0.186541806687327,0.9830155979202773
2,Hospital_4,3,0.12819473571417964,0.982900057770075
2,Hospital_4,4,0.10319411349208917,0.9826689774696707
2,Hospital_4,5,0.08895383528707658,0.982784517619873
3,Hospital_5,1,0.760015658808477,0.7948473282442748
3,Hospital_5,2,0.4545082865339337,0.8907442748091603
3,Hospital_5,3,0.39868536456064746,0.8907442748091603
3,Hospital_5,4,0.364245204762979,0.8907442748091603
3,Hospital_5,5,0.33476043740908307,0.8907442748091603
3,Hospital_4,1,0.2747723006588571,0.9513575967648757
3,Hospital_4,2,0.1070778076263035,0.9830155979202773
3,Hospital_4,3,0.08566165326491874,0.982900057770075
3,Hospital_4,4,0.07392302821116413,0.9830155979202773
3,Hospital_4,5,0.06730370155042585,0.9826689774696707
3,Hospital_1,1,0.34275352157521666,0.9449509837526565
3,Hospital_1,2,0.2195511290378738,0.956742304791938
3,Hospital_1,3,0.18459420690411016,0.958524713786248
3,Hospital_1,4,0.16631203628422922,0.9599643518201137
3,Hospital_1,5,0.15272117275417896,0.9615410982381573
3,Hospital_3,1,0.7809631725152334,0.6231884057971014
3,Hospital_3,2,0.18613255520661673,0.991304347826087
3,Hospital_3,3,0.10879876464605331,0.991304347826087
3,Hospital_3,4,0.08117440342903137,0.991304347826087
3,Hospital_3,5,0.06608162820339203,0.991304347826087
3,Hospital_2,1,0.25771975486228865,0.9961579334586773
3,Hospital_2,2,0.10720320969509582,0.9961579334586773
3,Hospital_2,3,0.06940134164566795,0.9961579334586773
3,Hospital_2,4,0.052600845034855105,0.9961579334586773
3,Hospital_2,5,0.04401581495767459,0.9961579334586773
4,Hospital_2,1,0.14983157293560603,0.9961579334586773
4,Hospital_2,2,0.06775062096615632,0.9961579334586773
4,Hospital_2,3,0.04914158875665938,0.9961579334586773
4,Hospital_2,4,0.04057275567902252,0.9961579334586773
4,Hospital_2,5,0.03511602899137264,0.9961579334586773
4,Hospital_5,1,0.6433138097777511,0.8197757633587787
4,Hospital_5,2,0.4080871000434413,0.8907442748091603
4,Hospital_5,3,0.35285966098308563,0.8907442748091603
4,Hospital_5,4,0.3113342548410098,0.8907442748091603
4,Hospital_5,5,0.2706551298950658,0.8907442748091603
4,Hospital_3,1,0.5937142570813497,0.6405797101449275
4,Hospital_3,2,0.10534198582172394,0.991304347826087
4,Hospital_3,3,0.06612233569224675,0.991304347826087
