ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,10.28,4.98
2,10.33,4.81
3,10.62,5.1
4,9.54,4.93
5,10.43,4.93
6,9.57,5.07
7,9.83,4.86
8,9.42,4.87
9,9.65,5.05
10,10.62,5.07
11,9.73,5.16
12,10.33,4.87
13,9.92,4.8
14,9.62,5.02
15,11.13,5.2
16,9.93,4.95
17,10.08,4.99
18,10.96,4.97
19,10.6,5.12
20,10.33,4.85
21,9.56,5.02
22,10.65,4.64
23,10.51,4.95
24,11.62,5.07
25,11.21,4.83
26,9.47,4.89
27,10.53,4.93
TOTAL,279.37,133.93
