ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,57.57,2.69
2,57.44,2.56
3,57.44,2.57
4,59.99,2.57
5,55.22,2.7
6,65.97,2.74
7,71.79,2.67
8,66.95,2.56
9,60.53,2.57
10,57.18,2.6
11,65.44,2.6
12,63.74,2.62
13,59.86,2.56
14,61.46,2.6
15,60.28,2.58
16,69.65,2.6
17,60.8,2.55
18,65.3,2.58
19,64.5,2.62
20,67.29,2.65
21,62.45,2.56
TOTAL,1341.61,54.75
