ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,161.21,133.48
2,161.24,134.07
3,160.88,133.75
4,160.69,133.4
5,159.68,133.03
6,160.53,133.4
7,159.69,132.6
8,161.12,133.97
9,161.01,133.83
10,160.62,133.9
11,159.58,132.42
TOTAL,1799.94,1467.85
