ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,89.33,15.93
2,84.97,11.28
3,90.66,16.98
4,86.95,12.87
5,84.09,11.11
6,84.65,11.12
TOTAL,562.91,79.29
