ronda,tiempo_ronda_seg,tiempo_agregacion_seg
1,18.67,0.01
2,18.2,0.01
3,18.52,0.01
4,17.73,0.01
5,17.67,0.01
6,17.54,0.01
7,17.4,0.01
8,17.58,0.01
9,17.64,0.01
10,17.53,0.01
11,17.5,0.01
12,17.45,0.01
13,17.63,0.01
14,17.55,0.01
15,17.71,0.01
16,18.15,0.01
17,18.2,0.01
18,18.09,0.01
19,17.88,0.01
TOTAL,366.89,0.19
